4865c4865,13786
> ratB(0,53,1)
> ratA(1,72,53)
> ratB(0,53,2)
> ratA(1,71,53)
> ratB(0,53,3)
> ratA(1,71,52)
> ratB(0,52,3)
> ratA(1,71,51)
> ratB(0,51,3)
> ratA(1,71,50)
> ratB(0,51,2)
> ratA(1,71,49)
> ratB(0,51,1)
> ratA(1,71,48)
> ratB(0,50,1)
> ratA(1,71,47)
> ratB(0,49,1)
> ratA(1,71,46)
> ratB(0,48,1)
> ratA(1,71,45)
> ratB(0,47,1)
> ratA(1,71,44)
> ratB(0,46,1)
> ratA(1,71,43)
> ratB(0,45,1)
> ratA(1,70,43)
> ratB(0,45,2)
> ratA(1,69,43)
> ratB(0,45,3)
> ratA(1,69,44)
> ratB(0,46,3)
> ratA(1,69,45)
> ratB(0,47,3)
> ratA(1,69,46)
> ratB(0,47,4)
> ratA(1,69,47)
> ratB(0,47,5)
> ratA(1,68,47)
> ratB(0,47,6)
> ratA(1,67,47)
> ratB(0,47,7)
> ratA(1,67,48)
> ratB(0,46,7)
> ratA(1,67,49)
> ratB(0,45,7)
> ratA(1,67,50)
> ratB(0,45,6)
> ratA(1,67,51)
> ratB(0,45,5)
> ratA(1,66,51)
> ratB(0,44,5)
> ratA(1,65,51)
> ratB(0,43,5)
> ratA(1,65,52)
> ratB(0,43,4)
> ratA(1,65,53)
> ratB(0,43,3)
> ratA(1,65,54)
> ratB(0,43,2)
> ratA(1,65,55)
> ratB(0,43,1)
> ratA(1,65,54)
> ratB(0,42,1)
> ratA(1,65,53)
> ratB(0,41,1)
> ratA(1,65,52)
> ratB(0,41,2)
> ratA(1,65,51)
> ratB(0,41,3)
> ratA(1,64,51)
> ratB(0,41,4)
> ratA(1,63,51)
> ratB(0,41,5)
> ratA(1,64,51)
> ratB(0,40,5)
> ratA(1,65,51)
> ratB(0,39,5)
> ratA(1,65,50)
> ratB(0,38,5)
> ratA(1,65,49)
> ratB(0,37,5)
> ratA(1,65,50)
> ratB(0,37,6)
> ratA(1,65,51)
> ratB(0,37,7)
> ratA(1,66,51)
> ratB(0,36,7)
> ratA(1,67,51)
> ratB(0,35,7)
> ratA(1,67,50)
> ratB(0,34,7)
> ratA(1,67,49)
> ratB(0,33,7)
> ratA(1,68,49)
> ratB(0,32,7)
> ratA(1,69,49)
> ratB(0,31,7)
> ratA(1,68,49)
> ratB(0,31,6)
> ratA(1,67,49)
> ratB(0,31,5)
> ratA(1,67,48)
> ratB(0,32,5)
> ratA(1,67,47)
> ratB(0,33,5)
> ratA(1,68,47)
> ratB(0,34,5)
> ratA(1,69,47)
> ratB(0,35,5)
> ratA(1,69,46)
> ratB(0,35,4)
> ratA(1,69,45)
> ratB(0,35,3)
> ratA(1,68,45)
> ratB(0,36,3)
> ratA(1,67,45)
> ratB(0,37,3)
> ratA(1,68,45)
> ratB(0,37,2)
> ratA(1,69,45)
> ratB(0,37,1)
> ratA(1,69,44)
> ratB(0,36,1)
> ratA(1,69,43)
> ratB(0,35,1)
> ratA(1,70,43)
> ratB(0,34,1)
> ratA(1,71,43)
> ratB(0,33,1)
> ratA(1,71,42)
> ratB(0,32,1)
> ratA(1,71,41)
> ratB(0,31,1)
> ratA(1,72,41)
> ratB(0,30,1)
> ratA(1,73,41)
> ratB(0,29,1)
> ratA(1,73,42)
> ratB(0,28,1)
> ratA(1,73,43)
> ratB(0,27,1)
> ratA(1,73,42)
> ratB(0,26,1)
> ratA(1,73,41)
> ratB(0,25,1)
> ratA(1,72,41)
> ratB(0,26,1)
> ratA(1,71,41)
> ratB(0,27,1)
> ratA(1,71,42)
> ratB(0,28,1)
> ratA(1,71,43)
> ratB(0,29,1)
> ratA(1,71,44)
> ratB(0,30,1)
> ratA(1,71,45)
> ratB(0,31,1)
> ratA(1,71,46)
> ratB(0,31,2)
> ratA(1,71,47)
> ratB(0,31,3)
> ratA(1,71,48)
> ratB(0,32,3)
> ratA(1,71,49)
> ratB(0,33,3)
> ratA(1,71,50)
> ratB(0,32,3)
> ratA(1,71,51)
> ratB(0,31,3)
> ratA(1,70,51)
> ratB(0,31,2)
> ratA(1,69,51)
> ratB(0,31,1)
> ratA(1,69,52)
> ratB(0,32,1)
> ratA(1,69,53)
> ratB(0,33,1)
> ratA(1,68,53)
> ratB(0,34,1)
> ratA(1,67,53)
> ratB(0,35,1)
> ratA(1,67,54)
> ratB(0,36,1)
> ratA(1,67,55)
> ratB(0,37,1)
> ratA(1,68,55)
> ratB(0,38,1)
> ratA(1,69,55)
> ratB(0,39,1)
> ratA(1,70,55)
> ratB(0,39,2)
> ratA(1,71,55)
> ratB(0,39,3)
> ratA(1,71,56)
> ratB(0,39,2)
> ratA(1,71,57)
> ratB(0,39,1)
> ratA(1,70,57)
> ratB(0,38,1)
> ratA(1,69,57)
> ratB(0,37,1)
> ratA(1,69,58)
> ratB(0,37,2)
> ratA(1,69,59)
> ratB(0,37,3)
> ratA(1,70,59)
> ratB(0,36,3)
> ratA(1,71,59)
> ratB(0,35,3)
> ratA(1,72,59)
> ratB(0,35,4)
> ratA(1,73,59)
> ratB(0,35,5)
> ratA(1,73,60)
> ratB(0,34,5)
> ratA(1,73,61)
> ratB(0,33,5)
> ratA(1,73,62)
> ratB(0,32,5)
> ratA(1,73,63)
> ratB(0,31,5)
> ratA(1,74,63)
> ratB(0,31,6)
> ratA(1,75,63)
> ratB(0,31,7)
> ratA(1,75,64)
> ratB(0,31,8)
> ratA(1,75,65)
> ratB(0,31,9)
> ratA(1,75,66)
> ratB(0,30,9)
> ratA(1,75,67)
> ratB(0,29,9)
> ratA(1,76,67)
> ratB(0,29,8)
> ratA(1,77,67)
> ratB(0,29,7)
> ratA(1,77,66)
> ratB(0,29,8)
> ratA(1,77,65)
> ratB(0,29,9)
> ratA(1,78,65)
> ratB(0,30,9)
> ratA(1,79,65)
> ratB(0,31,9)
> ratA(1,80,65)
> ratB(0,31,8)
> ratA(1,81,65)
> ratB(0,31,7)
> ratA(1,82,65)
> ratB(0,32,7)
> ratA(1,83,65)
> ratB(0,33,7)
> ratA(1,83,64)
> ratB(0,34,7)
> ratA(1,83,63)
> ratB(0,35,7)
> ratA(1,83,64)
> ratB(0,36,7)
> ratA(1,83,65)
> ratB(0,37,7)
> ratA(1,84,65)
> ratB(0,38,7)
> ratA(1,85,65)
> ratB(0,39,7)
> ratA(1,85,64)
> ratB(0,40,7)
> ratA(1,85,63)
> ratB(0,41,7)
> ratA(1,85,62)
> ratB(0,42,7)
> ratA(1,85,61)
> ratB(0,43,7)
> ratA(1,84,61)
> ratB(0,43,8)
> ratA(1,83,61)
> ratB(0,43,9)
> ratA(1,82,61)
> ratB(0,44,9)
> ratA(1,81,61)
> ratB(0,45,9)
> ratA(1,81,62)
> ratB(0,45,10)
> ratA(1,81,63)
> ratB(0,45,11)
> ratA(1,80,63)
> ratB(0,44,11)
> ratA(1,79,63)
> ratB(0,43,11)
> ratA(1,79,62)
> ratB(0,44,11)
> ratA(1,79,61)
> ratB(0,45,11)
> ratA(1,79,60)
> ratB(0,45,10)
> ratA(1,79,59)
> ratB(0,45,9)
> ratA(1,78,59)
> ratB(0,44,9)
> ratA(1,77,59)
> ratB(0,43,9)
> ratA(1,77,58)
> ratB(0,43,8)
> ratA(1,77,57)
> ratB(0,43,7)
> ratA(1,77,58)
> ratB(0,42,7)
> ratA(1,77,59)
> ratB(0,41,7)
> ratA(1,78,59)
> ratB(0,40,7)
> ratA(1,79,59)
> ratB(0,39,7)
> ratA(1,79,60)
> ratB(0,38,7)
> ratA(1,79,61)
> ratB(0,37,7)
> ratA(1,78,61)
> ratB(0,37,6)
> ratA(1,77,61)
> ratB(0,37,5)
> ratA(1,76,61)
> ratB(0,38,5)
> ratA(1,75,61)
> ratB(0,39,5)
> ratA(1,75,60)
> ratB(0,40,5)
> ratA(1,75,59)
> ratB(0,41,5)
> ratA(1,75,58)
> ratB(0,41,4)
> ratA(1,75,57)
> ratB(0,41,3)
> ratA(1,75,56)
> ratB(0,41,2)
> ratA(1,75,55)
> ratB(0,41,1)
> ratA(1,76,55)
> ratB(0,42,1)
> ratA(1,77,55)
> ratB(0,43,1)
> ratA(1,77,54)
> ratB(0,43,2)
> ratA(1,77,53)
> ratB(0,43,3)
> ratA(1,77,52)
> ratB(0,43,4)
> ratA(1,77,51)
> ratB(0,43,5)
> ratA(1,78,51)
> ratB(0,44,5)
> ratA(1,79,51)
> ratB(0,45,5)
> ratA(1,79,52)
> ratB(0,45,6)
> ratA(1,79,53)
> ratB(0,45,7)
> ratA(1,79,52)
> ratB(0,46,7)
> ratA(1,79,51)
> ratB(0,47,7)
> ratA(1,80,51)
> ratB(0,48,7)
> ratA(1,81,51)
> ratB(0,49,7)
> ratA(1,81,52)
> ratB(0,48,7)
> ratA(1,81,53)
> ratB(0,47,7)
> ratA(1,81,52)
> ratB(0,47,6)
> ratA(1,81,51)
> ratB(0,47,5)
> ratA(1,82,51)
> ratB(0,47,4)
> ratA(1,83,51)
> ratB(0,47,3)
> ratA(1,84,51)
> ratB(0,46,3)
> ratA(1,85,51)
> ratB(0,45,3)
> ratA(1,85,50)
> ratB(0,45,2)
> ratA(1,85,49)
> ratB(0,45,1)
> ratA(1,84,49)
> ratB(0,46,1)
> ratA(1,83,49)
> ratB(0,47,1)
> ratA(1,84,49)
> ratB(0,48,1)
> ratA(1,85,49)
> ratB(0,49,1)
> ratA(1,85,50)
> ratB(0,49,2)
> ratA(1,85,51)
> ratB(0,49,3)
> ratA(1,84,51)
> ratB(0,49,4)
> ratA(1,83,51)
> ratB(0,49,5)
> ratA(1,82,51)
> ratB(0,50,5)
> ratA(1,81,51)
> ratB(0,51,5)
> ratA(1,81,50)
> ratB(0,51,6)
> ratA(1,81,49)
> ratB(0,51,7)
> ratA(1,81,48)
> ratB(0,51,8)
> ratA(1,81,47)
> ratB(0,51,9)
> ratA(1,81,46)
> ratB(0,51,10)
> ratA(1,81,45)
> ratB(0,51,11)
> ratA(1,81,46)
> ratB(0,50,11)
> ratA(1,81,47)
> ratB(0,49,11)
> ratA(1,81,48)
> ratB(0,49,10)
> ratA(1,81,49)
> ratB(0,49,9)
> ratA(1,81,50)
> ratB(0,48,9)
> ratA(1,81,51)
> ratB(0,47,9)
> ratA(1,80,51)
> ratB(0,47,10)
> ratA(1,79,51)
> ratB(0,47,11)
> ratA(1,78,51)
> ratB(0,47,12)
> ratA(1,77,51)
> ratB(0,47,13)
> ratA(1,77,50)
> ratB(0,48,13)
> ratA(1,77,49)
> ratB(0,49,13)
> ratA(1,78,49)
> ratB(0,50,13)
> ratA(1,79,49)
> ratB(0,51,13)
> ratA(1,79,48)
> ratB(0,51,14)
> ratA(1,79,47)
> ratB(0,51,15)
> ratA(1,79,46)
> ratB(0,51,16)
> ratA(1,79,45)
> ratB(0,51,17)
> ratA(1,78,45)
> ratB(0,50,17)
> ratA(1,77,45)
> ratB(0,49,17)
> ratA(1,77,46)
> ratB(0,48,17)
> ratA(1,77,47)
> ratB(0,47,17)
> ratA(1,76,47)
> ratB(0,46,17)
> ratA(1,75,47)
> ratB(0,45,17)
> ratA(1,74,47)
> ratB(0,45,16)
> ratA(1,73,47)
> ratB(0,45,15)
> ratA(1,73,46)
> ratB(0,45,14)
> ratA(1,73,45)
> ratB(0,45,13)
> ratA(1,74,45)
> ratB(0,44,13)
> ratA(1,75,45)
> ratB(0,43,13)
> ratA(1,75,44)
> ratB(0,42,13)
> ratA(1,75,43)
> ratB(0,41,13)
> ratA(1,76,43)
> ratB(0,41,12)
> ratA(1,77,43)
> ratB(0,41,11)
> ratA(1,78,43)
> ratB(0,41,10)
> ratA(1,79,43)
> ratB(0,41,9)
> ratA(1,80,43)
> ratB(0,40,9)
> ratA(1,81,43)
> ratB(0,39,9)
> ratA(1,81,42)
> ratB(0,39,10)
> ratA(1,81,41)
> ratB(0,39,11)
> ratA(1,82,41)
> ratB(0,38,11)
> ratA(1,83,41)
> ratB(0,37,11)
> ratA(1,83,40)
> ratB(0,37,10)
> ratA(1,83,39)
> ratB(0,37,9)
> ratA(1,83,38)
> ratB(0,36,9)
> ratA(1,83,37)
> ratB(0,35,9)
> ratA(1,83,36)
> ratB(0,34,9)
> ratA(1,83,35)
> ratB(0,33,9)
> ratA(1,83,34)
> ratB(0,33,10)
> ratA(1,83,33)
> ratB(0,33,11)
> ratA(1,84,33)
> ratB(0,32,11)
> ratA(1,85,33)
> ratB(0,31,11)
> ratA(1,85,32)
> ratB(0,31,12)
> ratA(1,85,31)
> ratB(0,31,13)
> ratA(1,84,31)
> ratB(0,30,13)
> ratA(1,83,31)
> ratB(0,29,13)
> ratA(1,82,31)
> ratB(0,29,12)
> ratA(1,81,31)
> ratB(0,29,11)
> ratA(1,81,32)
> ratB(0,28,11)
> ratA(1,81,33)
> ratB(0,27,11)
> ratA(1,81,34)
> ratB(0,26,11)
> ratA(1,81,35)
> ratB(0,25,11)
> ratA(1,80,35)
> ratB(0,25,10)
> ratA(1,79,35)
> ratB(0,25,9)
> ratA(1,79,36)
> ratB(0,26,9)
> ratA(1,79,37)
> ratB(0,27,9)
> ratA(1,80,37)
> ratB(0,27,8)
> ratA(1,81,37)
> ratB(0,27,7)
> ratA(1,81,38)
> ratB(0,27,6)
> ratA(1,81,39)
> ratB(0,27,5)
> ratA(1,81,38)
> ratB(0,28,5)
> ratA(1,81,37)
> ratB(0,29,5)
> ratA(1,80,37)
> ratB(0,29,4)
> ratA(1,79,37)
> ratB(0,29,3)
> ratA(1,79,36)
> ratB(0,28,3)
> ratA(1,79,35)
> ratB(0,27,3)
> ratA(1,79,34)
> ratB(0,26,3)
> ratA(1,79,33)
> ratB(0,25,3)
> ratA(1,78,33)
> ratB(0,25,4)
> ratA(1,77,33)
> ratB(0,25,5)
> ratA(1,77,32)
> ratB(0,25,6)
> ratA(1,77,31)
> ratB(0,25,7)
> ratA(1,77,30)
> ratB(0,24,7)
> ratA(1,77,29)
> ratB(0,23,7)
> ratA(1,78,29)
> ratB(0,23,6)
> ratA(1,79,29)
> ratB(0,23,5)
> ratA(1,79,30)
> ratB(0,23,4)
> ratA(1,79,31)
> ratB(0,23,3)
> ratA(1,79,30)
> ratB(0,23,2)
> ratA(1,79,29)
> ratB(0,23,1)
> ratA(1,80,29)
> ratB(0,22,1)
> ratA(1,81,29)
> ratB(0,21,1)
> ratA(1,81,28)
> ratB(0,20,1)
> ratA(1,81,27)
> ratB(0,19,1)
> ratA(1,81,26)
> ratB(0,18,1)
> ratA(1,81,25)
> ratB(0,17,1)
> ratA(1,81,24)
> ratB(0,16,1)
> ratA(1,81,23)
> ratB(0,15,1)
> ratA(1,82,23)
> ratB(0,14,1)
> ratA(1,83,23)
> ratB(0,13,1)
> ratA(1,83,24)
> ratB(0,12,1)
> ratA(1,83,25)
> ratB(0,11,1)
> ratA(1,83,26)
> ratB(0,10,1)
> ratA(1,83,27)
> ratB(0,9,1)
> ratA(1,83,28)
> ratB(0,8,1)
> ratA(1,83,29)
> ratB(0,7,1)
> ratA(1,84,29)
> ratB(0,6,1)
> ratA(1,85,29)
> ratB(0,5,1)
> ratA(1,86,29)
> ratB(0,4,1)
> ratA(1,87,29)
> ratB(0,3,1)
> ratA(1,87,30)
> ratB(0,3,2)
> ratA(1,87,31)
> ratB(0,3,3)
> ratA(1,87,32)
> ratB(0,4,3)
> ratA(1,87,33)
> ratB(0,5,3)
> ratA(1,87,34)
> ratB(0,4,3)
> ratA(1,87,35)
> ratB(0,3,3)
> ratA(1,86,35)
> ratB(0,3,2)
> ratA(1,85,35)
> ratB(0,3,1)
> ratA(1,85,36)
> ratB(0,4,1)
> ratA(1,85,37)
> ratB(0,5,1)
> ratA(1,85,38)
> ratB(0,6,1)
> ratA(1,85,39)
> ratB(0,7,1)
> ratA(1,85,38)
> ratB(0,7,2)
> ratA(1,85,37)
> ratB(0,7,3)
> ratA(1,85,36)
> ratB(0,8,3)
> ratA(1,85,35)
> ratB(0,9,3)
> ratA(1,86,35)
> ratB(0,10,3)
> ratA(1,87,35)
> ratB(0,11,3)
> ratA(1,87,34)
> ratB(0,11,4)
> ratA(1,87,33)
> ratB(0,11,5)
> ratA(1,87,32)
> ratB(0,11,6)
> ratA(1,87,31)
> ratB(0,11,7)
> ratA(1,88,31)
> ratB(0,11,8)
> ratA(1,89,31)
> ratB(0,11,9)
> ratA(1,90,31)
> ratB(0,10,9)
> ratA(1,91,31)
> ratB(0,9,9)
> ratA(1,90,31)
> ratB(0,8,9)
> ratA(1,89,31)
> ratB(0,7,9)
> ratA(1,88,31)
> ratB(0,6,9)
> ratA(1,87,31)
> ratB(0,5,9)
> ratA(1,87,30)
> ratB(0,5,10)
> ratA(1,87,29)
> ratB(0,5,11)
> ratA(1,87,28)
> ratB(0,4,11)
> ratA(1,87,27)
> ratB(0,3,11)
> ratA(1,86,27)
> ratB(0,2,11)
> ratA(1,85,27)
> ratB(0,1,11)
> ratA(1,85,26)
> ratB(0,1,10)
> ratA(1,85,25)
> ratB(0,1,9)
> ratA(1,86,25)
> ratB(0,1,8)
> ratA(1,87,25)
> ratB(0,1,7)
> ratA(1,87,24)
> ratB(0,1,8)
> ratA(1,87,23)
> ratB(0,1,9)
> ratA(1,86,23)
> ratB(0,2,9)
> ratA(1,85,23)
> ratB(0,3,9)
> ratA(1,86,23)
> ratB(0,3,8)
> ratA(1,87,23)
> ratB(0,3,7)
> ratA(1,87,24)
> ratB(0,4,7)
> ratA(1,87,25)
> ratB(0,5,7)
> ratA(1,86,25)
> ratB(0,6,7)
> ratA(1,85,25)
> ratB(0,7,7)
> ratA(1,85,26)
> ratB(0,8,7)
> ratA(1,85,27)
> ratB(0,9,7)
> ratA(1,86,27)
> ratB(0,9,6)
> ratA(1,87,27)
> ratB(0,9,5)
> ratA(1,87,28)
> ratB(0,8,5)
> ratA(1,87,29)
> ratB(0,7,5)
> ratA(1,86,29)
> ratB(0,6,5)
> ratA(1,85,29)
> ratB(0,5,5)
> ratA(1,84,29)
> ratB(0,4,5)
> ratA(1,83,29)
> ratB(0,3,5)
> ratA(1,83,28)
> ratB(0,2,5)
> ratA(1,83,27)
> ratB(0,1,5)
> ratA(1,83,26)
> ratB(0,1,4)
> ratA(1,83,25)
> ratB(0,1,3)
> ratA(1,83,24)
> ratB(0,1,2)
> ratA(1,83,23)
> rats didn't ecounter each other in this maze
